StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-05-21 21:38:51,2025-05-21 21:44:04,0,100,312,1,2025-05-21 21:44:05,R_41ofsDrAM83zjSD,anonymous,EN,1,1,1,"3,4,6",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",1,,4,1,1,4,3,1,"1,10",TT bike,"2,4,5,6",,"6,7",,"1,6,7",,1,"11,12,13",Al Qudra,,,,,,,,,,,,,,,,,,,,,1,"1,3,5",,"1,2,9,3,4,5,6",,7,3,The roads are too dangerous and driver's are not aware of cyclists,2,"3,6",,2,5,162,9,,1,7,4,6,"The cycle tracks are great and usually well maintained. ","More encouragement for females to take up the sport with regular rides. ",,,,,,,,,,,,,,,,,4
2025-05-14 23:09:48,2025-05-14 23:16:17,0,70,389,0,2025-05-21 23:09:50,R_4dGDJWpGTf5Baql,anonymous,AR,1,6,1,4,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,4,4,1,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,5,"لايوجد لدينا مسار مخصص لركوب الدراجات وللعلم نستخدم الشوارع العامه وذلك يسبب خطر ",,,,,,2,"1,2,3",,"1,2,9",,3,3,لانهم اطفال صغار,2,7,"   ",1,3,186,6,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-15 03:06:48,2025-05-15 03:07:55,0,20,66,0,2025-05-22 03:06:50,R_92p1qqvUzU71iO5,anonymous,AR,1,1,1,"3,4,6",,1,"1,2,3,4,5,6,9,10,11,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-15 03:11:35,2025-05-15 03:11:58,0,1,23,0,2025-05-22 03:11:42,R_4fAIYkp12jMzI6c,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-15 05:05:34,2025-05-15 05:05:46,0,1,12,0,2025-05-22 05:05:37,R_4f6YJk6bYcTI9RO,anonymous,AR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22 06:14:13,2025-05-22 06:28:18,0,100,845,1,2025-05-22 06:28:19,R_2pERa6sVrfC2mCx,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",1,,4,2,1,3,4,1,8,,"2,5",,,,"4,7",,1,"1,2,3",,,,,,,,,,,,,,,,,,,,,,"2,7,3,6","2,5",,"1,2,9",,1,,,2,1,,1,2,14,8,,5,1,20,7,"The cycling roads , rules and regulations needed to be followed while riding and the safety ",Arranging competition like Adnoc marathon,,,,,,,,,,,,,,,,,4
2025-05-15 06:39:30,2025-05-15 06:40:18,0,1,47,0,2025-05-22 06:39:36,R_2tieyDaSWktSamj,anonymous,AR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22 08:41:53,2025-05-22 08:53:41,0,100,707,1,2025-05-22 08:53:41,R_96EGLbftWUe5o1X,anonymous,EN,1,1,1,"1,3",,7,"1,2,3,4,11,12",,,,,,,,,,,,,"1,3,4",7,,4,4,1,2,4,1,1,,6,,,,7,,1,11,,,,,,,,,,,,,,,,,,,,,,1,"1,9",Mounting my bike on my car,"1,2,9,3,4,5,6",,7,3,,3,,,2,4,116,10,,1,4,31,10,"I haven’t biked in many places. I enjoy going to hudariat for the convenience from car to track ","Perhaps corniche events? 
More bridges so we can cross safely from neighborhoods to corniche.
More hills :)",,,,,,,,,,,,,,,,,4
2025-05-22 14:12:01,2025-05-22 14:20:53,0,100,531,1,2025-05-22 14:20:53,R_9etSFA2IW90c016,anonymous,EN,1,2,1,3,,3,"3,4,5,6,7,8,9,10",,,,,,,,,,,,,1,13,,4,1,1,1,1,1,1,,"2,5,7",,,,1,,,,,1,13,,,,,,,,,,,,,,,,,,,1,1,,"1,2,9",,1,3,,2,"1,3,4,6",,2,3,186,9,,1,4,35,10,,,,,,,,,,,,,,,,,,,4
2025-05-23 05:02:20,2025-05-23 05:10:34,0,100,494,1,2025-05-23 05:10:35,R_8MLnjDInbiBJtlA,anonymous,EN,1,2,1,"3,4",,2,"1,2,3,4,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",13,,3,1,1,4,2,1,1,,"2,5,6,7",,"2,4,5,6,7",,"4,5,6",,,,,3,"2,3",,,,,,,,,,,,,,,,,,,"1,2","4,6,8",,"1,3,4",,1,2,,3,,,1,5,186,9,,1,6,41,7,,,"Haffet mountain ","Social riders ",,,,,,,,,,,,,,,4
2025-05-23 06:30:44,2025-05-23 06:41:20,0,100,635,1,2025-05-23 06:41:21,R_4EWLUAoZnmmp2U8,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,5,6,9,10,11,12",,,,,,,,,,,,,"1,2,3",1,,4,1,1,4,3,1,1,,"2,5,6",,"2,5,6,7",,"1,4,5,6,7",,,,,,,,,,3,"7,14",,,,,,,,,,,,,,"1,2","1,3",,"1,2,9,3,4,5,6,7",,7,2,,2,"1,2,3,6",,2,4,138,10,,1,5,13,10,,,,,,,The available facilities and cycling tracks,"More cycling paths from residential areas to tracks. Road signages and incentivize those who cycle for work and fitness with something - discounts, vouchers, etc for a more sustainable city.",,,,,,,,,,,4
2025-05-23 06:58:34,2025-05-23 07:03:07,0,100,273,1,2025-05-23 07:03:08,R_9CIL4nlb0l9Mdra,anonymous,AR,1,1,1,3,,4,"5,6,7,8,10,11",,,,,,,,,,,,,3,13,,1,4,1,4,3,1,1,,2,,2,,1,,1,5,,,,,,,,,,,,,,,,,,,,,,2,1,,4,,7,3,بسبب بعد المكان,3,,,1,4,86,9,,1,2,,6,مسارات والبنية التحتية للدراجات,توعية الناس اكثر ونشر الوعي عبر منصات التواصل الاجتماعي,,,,,,,,,,,,,,,,,4
2025-05-23 06:54:09,2025-05-23 07:03:39,0,100,569,1,2025-05-23 07:03:39,R_4PReVSfbcB6yEH2,anonymous,EN,1,1,1,"1,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",7,,4,1,1,4,4,1,"1,10",Gravel Bike,"2,5,6",,"2,5,6,7",,"4,5",,3,"5,11,12",,,,,,,,,,,,,,,,,,,,,,"1,6","1,2,3",,"1,2,9,4",,7,,,2,"3,6",,1,6,187,9,,3,8,11,7,Disciplined group cycling with Raha,"Safe cycle tracks, keep pedestrians out of cycle paths",,,,,,,,,,,,,,,,,4
2025-05-23 06:53:58,2025-05-23 07:06:21,0,100,743,1,2025-05-23 07:06:22,R_4f7YD7kIv1Yp8rY,anonymous,EN,1,1,1,1,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,1,,4,1,1,2,3,1,"1,3,8",,"2,5,6,7",,"5,6,7",,"1,6,7",,1,"3,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,5,9","People running and walking in cycling trails ","2,9,3,4",,7,2,,2,7,"I am using my car and weather issues ",1,5,86,10,,1,7,17,7,"Cycling Friendly city ","Reduce price of bikes , bikes gear and maintenance cost",,,,,,,,,,,,,,,,,4
2025-05-23 06:59:24,2025-05-23 07:08:04,0,100,519,1,2025-05-23 07:08:05,R_94wADqid2Dfy6el,anonymous,EN,1,1,1,"1,2,4",,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",7,,4,1,1,4,4,1,1,,"2,4,5,6,7",,"2,5,6,7",,"1,4,5,7",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2,4","1,8",,1,,7,1,,3,,,1,5,138,9,,1,2,8,10,Safe,Goverment should mandate them to do it once a week,,,,,,,,,,,,,,,,,4
2025-05-23 07:19:04,2025-05-23 07:25:59,0,100,414,1,2025-05-23 07:25:59,R_9g1MzCGb52pvgW1,anonymous,EN,1,1,1,"1,3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",1,,4,1,1,4,2,1,"1,8",,"2,4,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,1,"3,5,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,3",,"1,2,9,3,4,5",,7,2,,2,"1,2",,1,5,138,9,,1,2,20,8,Safety and security,Stay healthy,,,,,,,,,,,,,,,,,4
2025-05-23 07:28:53,2025-05-23 07:36:55,0,100,482,1,2025-05-23 07:36:56,R_4MbyOhg9OAYBasj,anonymous,EN,1,3,1,3,,4,"1,2,3,4,10,11,12",,,,,,,,,,,,,"3,4",7,,4,1,1,4,4,1,1,,"2,4,5",,"2,5,6",,"1,4,5",,,,,,,,,,2,14,,,,,,,,,,,,,,"1,2","1,3",,"1,2,9,3",,7,3,Safety is the main concern,3,,,2,4,138,9,,1,4,16,10,,,,,,,There’s a lot of cycling groups you can join and improve your skills.,More racing events (both casual or competitive),,,,,,,,,,,4
2025-05-23 07:29:38,2025-05-23 07:41:19,0,100,701,1,2025-05-23 07:41:20,R_47Vr4PAcy5ciSDT,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,11,12",,,,,,,,,,,,,"2,3",7,,4,3,1,4,4,1,"1,3,8",,"2,5,6",,"2,4,5,6,7",,"1,5,6,7",,1,"3,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,5,7",,"2,9,4,5",,1,,,2,"1,6",,1,5,138,9,,1,2,16,6,Mountain bike,Community rides,,,,,,,,,,,,,,,,,4
2025-05-23 07:34:39,2025-05-23 07:41:31,0,100,412,1,2025-05-23 07:41:32,R_4Ig7pCcR5JDTAYX,anonymous,EN,1,3,1,"1,3,4",,3,"3,4,5",,,,,,,,,,,,,"1,3",7,,4,1,1,4,3,1,1,,2,,"2,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,"7,14",,,,,,,,,,,,,,1,"1,5",,"1,2,9,3,4,5,6,7",,1,1,,2,6,,2,4,138,12,,1,2,15,10,,,,,,,"Safety ","Health Improvements ",,,,,,,,,,,4
2025-05-23 08:04:51,2025-05-23 08:13:58,0,100,547,1,2025-05-23 08:13:59,R_8elzDzpHLOqq7PL,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",7,,1,1,1,4,1,1,1,,"2,4,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,3,11",,"1,2,9,3,4,5,6,7",,"1,2,3,4",1,,3,,,1,5,138,9,,1,4,25,10,,,,,,,,,,,,,,,,,,,5
2025-05-23 08:11:12,2025-05-23 08:20:20,0,100,547,1,2025-05-23 08:20:20,R_4ruPryOTsvzjqS4,anonymous,EN,1,3,1,3,,3,"1,2,3,4,5,10,11,12",,,,,,,,,,,,,"2,3,4",7,,3,1,1,1,4,2,,,,,6,,5,,,,,,,,,,1,14,,,,,,,,,,,,,,"1,2",1,,"1,2,4,5,6",,7,1,,3,,,2,3,138,9,,1,3,12,9,,,,,,,Safety and beautiful views,Fitness,,,,,,,,,,,4
2025-05-23 08:23:08,2025-05-23 08:30:30,0,100,442,1,2025-05-23 08:30:30,R_4v8nufW50DOeA5t,anonymous,EN,1,1,1,"1,3",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2",1,,4,1,1,4,3,1,1,,"2,6",,7,,"1,5",,2,"11,12",,,,,,,,,,,,,,,,,,,,,,"1,2,5","3,5",,"4,5",,7,1,,3,,,1,5,187,9,,1,7,19,7,"Great weather and group rides. Fantastic access to cycle tracks. ","Cheaper bike hire at tracks. ",,,,,,,,,,,,,,,,,4
2025-05-23 08:36:45,2025-05-23 08:42:17,0,100,331,1,2025-05-23 08:42:17,R_3hknXCpbdqiTldL,anonymous,EN,1,1,1,"1,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,1,,4,3,1,3,3,2,,,,,"2,4,6,7",,1,,1,"5,11",,,,,,,,,,,,,,,,,,,,,,1,"1,3,10",,"9,4",,1,2,,3,,,2,3,186,10,,1,8,,10,,,,,,,,,,,,,,,,,,,4
2025-05-23 09:00:02,2025-05-23 09:08:37,0,100,515,1,2025-05-23 09:08:38,R_9mgXVb9X4csxoPR,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",7,,4,1,1,4,4,1,1,,"2,5,6",,"2,6",,"1,5,6",,1,"5,11",,,,,,,,,,,,,,,,,,,,,,1,5,,"2,4,5",,1,1,,2,"1,2,3,6",,1,4,77,9,,1,2,15,10,Cycling track,,,,,,,,,,,,,,,,,,4
2025-05-23 09:24:18,2025-05-23 09:29:48,0,100,330,1,2025-05-23 09:29:49,R_9R7KiMqNA0h2u8y,anonymous,EN,1,1,1,"3,4",,3,"1,2,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",13,,4,1,1,4,4,1,"1,2",,2,,2,,"1,4",,1,"11,12",,,,,,,,,,,,,,,,,,,,,,"1,5",1,,2,,1,1,,3,,,1,4,77,9,,1,3,17,10,G,G,,,,,,,,,,,,,,,,,4
2025-05-23 10:37:04,2025-05-23 10:48:37,0,100,693,1,2025-05-23 10:48:37,R_4Fh1LQaE7i59QOi,anonymous,EN,1,1,1,"1,3",,4,"1,2,3,4,9,10,11,12",,,,,,,,,,,,,3,1,,4,1,1,4,1,1,"1,2",,2,,"2,4",,4,,3,11,,,,,,,,,,,,,,,,,,,,,,1,"1,3,5",,"1,2",,1,1,,2,"5,6",,1,4,77,12,,1,6,22,10,"Riding in Abu Dhabi is a pleasure because of the smooth, well-maintained roads, stunning coastal and desert views, and the overall sense of safety and order.","More dedicated cycling lanes, shaded routes, bike rental stations, awareness campaigns, and regular community cycling events would encourage more people to take up cycling in Abu Dhabi.",,,,,,,,,,,,,,,,,4
2025-05-23 12:06:48,2025-05-23 12:15:03,0,100,494,1,2025-05-23 12:15:03,R_2EEz7CZXQdmteWQ,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,11,12",,,,,,,,,,,,,"1,3",7,,4,1,1,4,4,1,"1,3",,2,,"6,7",,4,,3,"5,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,5",,"2,9,4,6",,1,3,"The roads are dangerous for children because of all the electric scooters and small deliver motorbikes on the cycling paths. ",3,,,1,5,162,13,"Airline Pilot ",1,7,16,7,The cycling tracks In Hudayriat.,Promoting cycling through education and community cycling events that are free.,,,,,,,,,,,,,,,,,4
2025-05-24 07:55:40,2025-05-24 10:17:37,0,100,8516,1,2025-05-24 10:17:37,R_9OJzDeZr9bgBeKf,anonymous,EN,1,1,1,"1,2,3",,5,"1,2,3,10,11,12",,,,,,,,,,,,,"1,3",1,,4,1,1,3,1,1,1,,8,,,,,,1,"5,11",,,,,,,,,,,,,,,,,,,,,,1,"1,3",,"4,5,6",,1,2,,3,,,1,3,186,10,,1,7,41,8,Everthing,Less working hours,,,,,,,,,,,,,,,,,4
2025-05-24 11:56:55,2025-05-24 12:09:21,0,100,745,1,2025-05-24 12:09:22,R_4EZ5mgenqH4ZuXi,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,1,1,4,4,1,1,,"2,6",,"2,7",,"1,5,7",,3,"9,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,3",,"9,4,5",,1,3,"Rod Safety ",3,,,1,6,186,9,,1,8,41,8,,,,,,,,,,,,,,,,,,,4
2025-05-25 06:42:41,2025-05-25 06:51:16,0,100,515,1,2025-05-25 06:51:16,R_4SkvGmiqqYjDfRK,anonymous,EN,1,1,1,3,,3,"1,5,9",,,,,,,,,,,,,1,13,,2,3,1,3,3,1,1,,2,,2,,4,,3,11,,,,,,,,,,,,,,,,,,,,,,1,"1,3,4",,9,,7,1,,2,1,,1,5,138,7,,1,3,13,4,Place and track,"Health benefits ",,,,,,,,,,,,,,,,,4
2025-05-25 06:48:34,2025-05-25 06:55:31,0,100,416,1,2025-05-25 06:55:31,R_4ffqBRcOBhwomHK,anonymous,EN,1,1,1,4,,4,"1,2,3,4,5",,,,,,,,,,,,,1,7,,3,3,3,4,4,1,1,,2,,"2,4",,"1,4",,1,11,,,,,,,,,,,,,,,,,,,,,,1,10,,6,,1,1,,2,1,,1,4,77,8,,1,3,11,10,,,,,,,,,,,,,,,,,,,4
2025-05-25 07:41:00,2025-05-25 07:47:11,0,100,371,1,2025-05-25 07:47:12,R_4Hcu4pWR4x3yGnz,anonymous,EN,1,2,1,"1,3",,4,"1,2,3,4,10,11,12",,,,,,,,,,,,,"1,3",7,,4,1,1,4,1,1,1,,"2,4,6",,"2,5,6",,"1,4,7",,,,,3,2,,,,,,,,,,,,,,,,,,,1,"1,2",,"1,2,9",,1,1,,2,6,,1,5,77,10,,1,5,30,9,,,Open space and clean air,Dedicated cycling lanes will generate a safe feeling and encourage people to cycle more often.,,,,,,,,,,,,,,,4
2025-05-25 08:58:30,2025-05-25 09:09:00,0,100,629,1,2025-05-25 09:09:01,R_9BguASAlHJRXELK,anonymous,EN,1,1,1,5,,3,"1,2,12",,,,,,,,,,,,,1,13,,4,1,1,1,1,1,1,,2,,2,,1,,1,11,,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,3",,"1,2,9",,1,1,,3,,,1,4,186,1,,1,6,4,8,"Al hudirat and corniche ",Free enter event with different levels,,,,,,,,,,,,,,,,,4
2025-05-25 09:05:04,2025-05-25 09:11:29,0,100,385,1,2025-05-25 09:11:30,R_9gAruPqdNJOrM1s,anonymous,EN,1,1,1,"1,3",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,4,2,1,4,4,1,1,,"2,6",,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,"1,2",4,,6,,7,1,,2,1,,1,4,77,9,,1,6,14,8,,,,,,,,,,,,,,,,,,,4
2025-05-25 08:51:09,2025-05-25 09:14:15,0,100,1385,1,2025-05-25 09:14:16,R_9oZmq15QL8idNXB,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,13,,3,1,1,4,3,1,1,,"2,7",,"2,6",,"1,6,7",,1,"11,12",,,,,,,,,,,,,,,,,,,,,,1,"3,8",,"2,9,6",,7,1,,2,2,,1,5,77,6,,1,2,,8,No windy day,Yes,,,,,,,,,,,,,,,,,4
2025-05-25 09:38:35,2025-05-25 09:39:57,0,100,81,1,2025-05-25 09:39:57,R_4b2HsbMuA6algop,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-25 10:17:07,2025-05-25 10:23:12,0,100,364,1,2025-05-25 10:23:13,R_4Luat0fMJEkA74t,anonymous,AR,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,1,,4,1,1,4,4,1,1,,2,,"2,4,5,6,7",,"1,4,5,6,7",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,3,8",,"2,4,6",,7,2,,3,,,1,4,171,9,,1,3,16,4,,,,,,,,,,,,,,,,,,,4
2025-05-25 10:28:58,2025-05-25 10:37:34,0,100,516,1,2025-05-25 10:37:35,R_4ewx7oeqsm30klv,anonymous,EN,1,3,1,"1,3,4",,2,"1,2,3,4,5,6,9,10,11,12",,,,,,,,,,,,,"1,2",7,,4,1,1,4,4,1,"1,3",,"2,4,5,6",,"2,4,5,6,7",,"1,4,5,7",,,,,,,,,,3,"7,8,14",,,,,,,,,,,,,,"1,2,7","2,3,5",,"1,2,9,3,6",,7,3,"Safety issues ",3,,,2,5,60,10,,4,8,16,6,,,,,,,Specific Cycle track,Participate to Cycling event,,,,,,,,,,,4
2025-05-25 10:09:25,2025-05-25 11:09:32,0,100,3606,1,2025-05-25 11:09:33,R_9hIBVRoBYsT458Z,anonymous,AR,1,1,1,4,,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,13,,3,2,1,3,1,1,1,,"2,4,5,6,7",,"2,6,7",,"1,4,5",,3,"3,11,14",,,,,,,,,,,,,,,,,,,,,,"1,2,4","2,3",,"1,2,9,3,4,7",,1,2,,3,,,1,3,186,6,,1,5,35,10,"مناظرها و موقعها الاستراتيجي ","المزيد من طرق الدراجات الهوائية و تواجد المحلات التجارية لبيع قطع و استراحات ",,,,,,,,,,,,,,,,,4
2025-05-25 11:14:53,2025-05-25 11:21:59,0,100,425,1,2025-05-25 11:21:59,R_9n0mf9dn2x8dRDz,anonymous,AR,1,1,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2",7,,4,1,1,1,1,1,1,,"2,6",,"2,5,6",,"1,5,6,7",,1,"3,5,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,3,5",,"1,2,9",,"1,3",3,"غير امن ",2,"3,7","حراره الجو . التقيد بلبس البدله ",1,5,52,10,,1,7,41,7,"وجود مسارات امنه ","فعاليات اكثر ",,,,,,,,,,,,,,,,,4
2025-05-25 11:02:26,2025-05-25 12:16:43,0,100,4456,1,2025-05-25 12:16:44,R_41M3cXBBxC44YqR,anonymous,EN,1,1,1,4,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",13,,1,1,1,4,4,1,"1,3",,2,,"2,5,6,7",,1,,3,"2,3,11",,,,,,,,,,,,,,,,,,,,,,1,"1,3",,"2,9",,1,2,,2,2,,1,5,138,8,,1,2,4,8,"Cycle track ","Healthy lifestyle ",,,,,,,,,,,,,,,,,4
2025-05-25 12:05:01,2025-05-25 12:17:40,0,100,758,1,2025-05-25 12:17:40,R_4aNr07mu68AZle1,anonymous,EN,1,1,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",13,,4,4,1,3,1,1,1,,"2,6",,2,,1,,1,"5,10",,,,,,,,,,,,,,,,,,,,,,"1,2,7",3,,8,,1,3,,3,,,1,4,116,9,,1,8,13,10,,,,,,,,,,,,,,,,,,,4
2025-05-25 12:10:21,2025-05-25 12:17:40,0,100,438,1,2025-05-25 12:17:41,R_9VBMlYc2efRi7Bv,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,2,7,,4,1,1,4,4,1,1,,"2,6",,"2,7",,"1,7",,3,"5,9,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,3,8",,"2,9,4",,1,1,,3,,,1,5,187,10,,1,7,,8,"Wide and smooth road ",My cycle lane. More cycling events,,,,,,,,,,,,,,,,,4
2025-05-25 22:49:11,2025-05-25 22:59:58,0,100,647,1,2025-05-25 22:59:59,R_9WauBTtj3hpPvB7,anonymous,EN,1,1,1,"1,3",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",7,,4,4,1,1,1,1,5,,2,,"2,4",,"1,4,5,6,7",,4,12,,,,,,,,,,,,,,,,,,,,,,1,"1,2,8",,"1,2,9,3,4,6",,7,3,"The commute is probably long, concerned for safety",2,"1,2,4,5,6",,2,2,186,6,,5,8,19,10,"The cycling track, amenities available and the communities.",Better roads/cycling lanes. People not walking in cycling lanes.,,,,,,,,,,,,,,,,,4
2025-05-25 23:59:41,2025-05-26 00:15:06,0,100,925,1,2025-05-26 00:15:07,R_4TKoRod4SmpZEY1,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",13,,4,2,1,4,4,1,1,,"2,5,6",,"2,6",,"4,7",,1,"3,11,12",,,,,,,,,,,,,,,,,,,,,,1,1,,"2,9",,1,,,3,,,1,5,138,8,,1,1,22,6,safe ride.. and the build cycling track..,"safe and boost good health  and lifestyle ",,,,,,,,,,,,,,,,,4
2025-05-19 00:29:27,2025-05-19 00:29:59,0,4,31,0,2025-05-26 00:29:28,R_4BeyPZFPktBSK04,anonymous,AR,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-26 03:50:39,2025-05-26 04:03:12,0,100,752,1,2025-05-26 04:03:12,R_4dnpW12abZz5gkx,anonymous,EN,1,1,1,"2,3,4,6",,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",7,,4,3,1,4,4,1,3,,"2,4,5,7",,"4,6,7",,"1,4,5,6,7",,1,4,,,,,,,,,,,,,,,,,,,,,,"1,7,6,5","2,3,8",,"1,2,9,3,4,5,6,7",,1,1,,2,7,"It is to far away ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-26 04:55:26,2025-05-26 05:12:29,0,100,1023,1,2025-05-26 05:12:29,R_4BypOOo0avgrDRm,anonymous,AR,1,2,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,13,,3,1,1,4,1,1,1,,2,,6,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,1,1,,"2,9,3,4",,1,3,بسبب عدم توفر مسار للدراجات,2,2,,1,4,186,6,,1,7,39,10,,,"توفر جميع الخدمات في مضمار العين 
","اجراء سباقات للمبتدئين لتحفزيهم على ركوب الدراجة الهوائية
وزيادة الفعاليات المجتمعيه   ",,,,,,,,,,,,,,,4
2025-05-26 07:40:35,2025-05-26 07:51:33,0,100,657,1,2025-05-26 07:51:33,R_9oTms68xa8GDxmx,anonymous,EN,1,1,1,3,,3,"1,2,11,12",,,,,,,,,,,,,"1,2",7,,4,1,1,3,3,1,1,,"2,5,6",,7,,"1,7",,1,"5,11,13",Zwift,,,,,,,,,,,,,,,,,,,,,1,"1,5,9",Beginners cyclists at yas track,4,,7,3,"Weather is hot, they will sweat",2,"1,2,3,6",,1,3,186,10,,1,7,35,8,"Nice ",,,,,,,,,,,,,,,,,,4
